Order_Number,Sales_Date,Sales_Channel,Currency,Sales_Team_Id,Store_Id,Product_Id,Order_qty,Unit_Price,Unit_Cost
SO401,03/11/2020,Distributor,USD,20,322,13,3,169.12,120.8
SO402,1/26/2020,In-Store,USD,5,326,6,7,443.89,317.07
SO403,1/31/2020,In-Store,USD,17,59,21,2,408.95,292.11
SO404,1/23/2020,Distributor,USD,14,321,10,6,368.81,263.43
SO405,05/09/2020,Distributor,USD,18,304,13,9,266.59,190.42
SO406,01/04/2020,In-Store,USD,20,229,45,10,207.85,148.47
SO407,05/03/2020,Wholesale,USD,7,168,28,9,572.17,408.69
SO408,5/27/2020,Online,USD,23,261,1,4,637.14,455.1
SO409,04/03/2020,In-Store,USD,8,136,16,6,318.91,227.79
SO410,02/08/2020,Online,USD,6,29,31,7,610.25,435.9
SO411,05/03/2020,Online,USD,6,32,7,1,317.18,226.56
SO412,1/26/2020,Wholesale,USD,7,34,32,1,173.7,124.07
SO413,04/11/2020,Wholesale,USD,17,250,35,7,509.68,364.06
SO414,03/07/2020,Wholesale,USD,20,19,29,8,254.79,181.99
SO415,3/14/2020,In-Store,USD,25,262,45,9,357.23,255.16
SO416,4/19/2020,In-Store,USD,3,305,19,4,251.82,179.87
SO417,04/01/2020,In-Store,USD,3,320,17,10,306.76,219.12
SO418,1/15/2020,In-Store,USD,17,185,25,5,393.5,281.07
SO419,2/23/2020,Online,USD,23,190,1,1,474.51,338.94
SO420,05/03/2020,In-Store,USD,4,70,47,7,428.99,306.42
SO421,03/06/2020,Wholesale,USD,2,263,18,9,317.46,226.76
SO422,3/22/2020,Wholesale,USD,26,163,13,7,362.98,259.27
SO423,3/27/2020,Distributor,USD,13,194,39,6,185.54,132.53
SO424,05/10/2020,Distributor,USD,11,332,42,9,558.72,399.08
SO425,3/16/2020,In-Store,USD,22,213,6,9,261.11,186.51
SO426,5/31/2020,Online,USD,1,30,47,6,159.85,114.18
SO427,03/06/2020,In-Store,USD,8,72,41,10,533.81,381.29
SO428,4/21/2020,Wholesale,USD,16,160,14,3,422.57,301.83
SO429,4/18/2020,Wholesale,USD,1,234,21,4,573.78,409.84
SO430,01/12/2020,Wholesale,USD,12,72,28,10,636.4,454.57
SO431,02/09/2020,Online,USD,5,81,27,4,496.69,354.78
SO432,2/18/2020,Online,USD,13,181,41,2,489.53,349.67
SO433,5/31/2020,Distributor,USD,21,120,1,3,631.33,450.95
SO434,2/19/2020,Wholesale,USD,2,296,16,5,314.64,224.74
SO435,03/07/2020,Distributor,USD,24,232,13,5,531.54,379.67
SO436,02/09/2020,In-Store,USD,21,294,16,5,295.58,211.13
SO437,5/29/2020,In-Store,USD,17,14,6,8,604.68,431.91
SO438,1/26/2020,Online,USD,17,11,31,8,341.4,243.86
SO439,4/26/2020,Distributor,USD,6,43,28,9,235.11,167.94
SO440,5/29/2020,Online,USD,2,38,31,3,455.49,325.35
SO441,5/26/2020,Distributor,USD,10,32,28,3,434.27,310.19
SO442,01/05/2020,Online,USD,2,93,21,4,550.87,393.48
SO443,01/04/2020,Distributor,USD,13,221,3,5,637.21,455.15
SO444,5/24/2020,In-Store,USD,2,166,6,1,290.95,207.82
SO445,1/17/2020,Distributor,USD,7,330,45,4,432.91,309.22
SO446,4/20/2020,In-Store,USD,20,183,15,5,161.24,115.17
SO447,05/01/2020,Wholesale,USD,12,25,38,9,607.56,433.97
SO448,1/30/2020,Wholesale,USD,8,256,1,8,593.83,424.17
SO449,5/14/2020,Wholesale,USD,16,175,47,6,510.71,364.79
SO450,1/21/2020,Wholesale,USD,8,28,14,8,600.67,429.05
SO451,3/31/2020,Online,USD,12,237,39,7,401.94,287.1
SO452,01/09/2020,Wholesale,USD,14,99,14,7,502.85,359.18
SO453,05/04/2020,Wholesale,USD,6,35,17,9,527.42,376.73
SO454,01/04/2020,Online,USD,9,175,35,4,442.54,316.1
SO455,1/17/2020,In-Store,USD,17,343,7,5,323.61,231.15
SO456,02/05/2020,Distributor,USD,6,69,32,2,517.3,369.5
SO457,2/29/2020,In-Store,USD,18,93,26,10,268.9,192.07
SO458,02/07/2020,Online,USD,19,186,20,3,485.82,347.01
SO459,05/08/2020,Distributor,USD,16,211,22,10,511.92,365.65
SO460,01/04/2020,In-Store,USD,11,121,38,9,626.23,447.31
SO461,02/11/2020,In-Store,USD,6,326,7,10,550.88,393.49
SO462,1/19/2020,Online,USD,22,249,46,10,443.84,317.03
SO463,5/22/2020,Online,USD,4,33,1,1,355.19,253.7
SO464,05/08/2020,Distributor,USD,12,346,39,7,566.68,404.77
SO465,4/25/2020,Online,USD,12,299,11,2,440.02,314.3
SO466,01/09/2020,Online,USD,9,313,22,9,267.21,190.87
SO467,02/03/2020,Wholesale,USD,10,351,28,10,533.89,381.35
SO468,01/02/2020,Online,USD,19,152,9,1,207.31,148.08
SO469,3/15/2020,Online,USD,23,159,4,8,612.14,437.24
SO470,03/08/2020,Online,USD,25,50,17,9,590.06,421.47
SO471,3/25/2020,Wholesale,USD,6,342,43,3,179.01,127.87
SO472,4/20/2020,Online,USD,14,104,28,10,558.23,398.74
SO473,2/29/2020,Distributor,USD,24,255,7,7,322.74,230.53
SO474,05/04/2020,Distributor,USD,18,1,28,3,295.42,211.01
SO475,03/06/2020,Online,USD,17,232,6,8,167.71,119.79
SO476,2/26/2020,Wholesale,USD,15,187,14,9,397.06,283.62
SO477,5/15/2020,Distributor,USD,4,103,11,10,514.77,367.69
SO478,02/04/2020,Distributor,USD,6,261,3,5,218.01,155.72
SO479,4/24/2020,In-Store,USD,20,135,36,1,532.17,380.12
SO480,01/04/2020,Distributor,USD,9,361,27,6,535.27,382.33
SO481,2/23/2020,Distributor,USD,18,27,1,9,538.65,384.75
SO482,5/13/2020,Online,USD,12,338,5,8,459.12,327.95
SO483,5/25/2020,Wholesale,USD,22,76,34,1,498.78,356.27
SO484,1/29/2020,Online,USD,23,110,27,7,193.74,138.38
SO485,4/29/2020,Distributor,USD,23,315,30,1,508.53,363.23
SO486,01/06/2020,Wholesale,USD,14,220,28,8,331.89,237.06
SO487,2/18/2020,Online,USD,16,118,28,6,155.54,111.1
SO488,05/08/2020,Online,USD,21,283,14,9,517.6,369.72
SO489,05/05/2020,In-Store,USD,12,100,34,2,276.81,197.72
SO490,1/23/2020,Online,USD,22,56,41,8,435.67,311.19
SO491,3/23/2020,Wholesale,USD,22,201,15,8,240.62,171.87
SO492,4/17/2020,Wholesale,USD,18,250,37,10,200.34,143.1
SO493,5/14/2020,Distributor,USD,11,367,30,2,537.89,384.21
SO494,02/10/2020,Distributor,USD,15,301,13,3,346.8,247.71
SO495,3/28/2020,Online,USD,5,85,42,4,553.35,395.25
SO496,4/22/2020,Distributor,USD,9,303,35,7,251.07,179.33
SO497,04/09/2020,Wholesale,USD,18,90,38,8,550.22,393.01
SO498,04/06/2020,Wholesale,USD,6,116,37,4,442.52,316.09
SO499,4/16/2020,In-Store,USD,6,107,28,8,494.29,353.06
SO500,5/18/2020,Distributor,USD,21,91,14,10,370.15,264.39
SO501,4/27/2020,Online,USD,21,154,25,1,492.52,351.8
SO502,04/07/2020,In-Store,USD,12,264,38,10,343.21,245.15
SO503,05/09/2020,Online,USD,22,204,9,9,231.65,165.47
SO504,02/03/2020,Distributor,USD,7,102,42,6,460.01,328.58
SO505,05/02/2020,Online,USD,23,36,43,7,438.35,313.11
SO506,5/17/2020,Online,USD,10,225,18,5,485.8,347
SO507,1/31/2020,Wholesale,USD,21,124,25,1,489.94,349.96
SO508,5/26/2020,Wholesale,USD,6,291,34,1,257.2,183.72
SO509,03/06/2020,Distributor,USD,18,83,47,9,457.81,327
SO510,4/17/2020,Distributor,USD,25,174,30,7,315.51,225.36
SO511,5/30/2020,Distributor,USD,13,97,23,3,459.83,328.45
SO512,02/06/2020,In-Store,USD,8,264,5,10,592.78,423.41
SO513,5/16/2020,In-Store,USD,6,209,16,10,343.61,245.43
SO514,04/03/2020,Online,USD,10,118,13,10,610.77,436.26
SO515,3/30/2020,In-Store,USD,4,130,41,4,342.31,244.51
SO516,4/22/2020,In-Store,USD,17,300,18,4,268.82,192.01
SO517,4/22/2020,Online,USD,12,153,28,9,464.32,331.65
SO518,2/24/2020,Distributor,USD,8,217,28,6,422.45,301.75
SO519,05/10/2020,Distributor,USD,2,127,40,8,511.09,365.06
SO520,4/20/2020,Wholesale,USD,5,252,36,10,575.27,410.91
SO521,4/15/2020,In-Store,USD,2,198,26,5,237.87,169.91
SO522,5/30/2020,Online,USD,19,109,27,4,150.31,107.36
SO523,04/12/2020,In-Store,USD,6,101,27,8,299.21,213.72
SO524,2/19/2020,Online,USD,24,11,37,2,413.05,295.04
SO525,5/25/2020,Distributor,USD,24,140,13,5,237.34,169.53
SO526,2/13/2020,Distributor,USD,13,147,15,5,235.69,168.35
SO527,05/05/2020,Distributor,USD,1,110,41,9,417.96,298.54
SO528,01/06/2020,Online,USD,4,64,32,2,560.36,400.26
SO529,3/29/2020,Wholesale,USD,9,195,29,10,413.95,295.68
SO530,2/22/2020,Wholesale,USD,26,173,28,1,480.47,343.19
SO531,01/05/2020,Distributor,USD,15,291,20,1,491.01,350.72
SO532,3/16/2020,Online,USD,17,305,8,7,549.26,392.33
SO533,02/06/2020,Distributor,USD,22,148,41,2,449.35,320.97
SO534,3/21/2020,In-Store,USD,24,207,37,9,493.28,352.34
SO535,2/14/2020,In-Store,USD,21,238,4,3,220.81,157.72
SO536,3/16/2020,In-Store,USD,8,45,27,2,176.47,126.05
SO537,1/17/2020,Wholesale,USD,4,76,36,3,233.12,166.52
SO538,3/27/2020,Wholesale,USD,12,133,5,5,260.93,186.38
SO539,3/15/2020,Online,USD,3,321,20,5,179.2,128
SO540,02/07/2020,Distributor,USD,17,307,44,10,638.53,456.09
SO541,1/20/2020,Wholesale,USD,8,53,30,7,465.55,332.53
SO542,5/26/2020,In-Store,USD,19,209,39,8,344.14,245.82
SO543,1/26/2020,Wholesale,USD,9,154,29,1,218.33,155.95
SO544,5/13/2020,Online,USD,5,344,32,9,281.02,200.73
SO545,03/08/2020,In-Store,USD,6,319,41,7,379.62,271.16
SO546,04/04/2020,Distributor,USD,10,204,2,6,194.5,138.93
SO547,04/10/2020,Wholesale,USD,15,91,19,7,511.8,365.57
SO548,02/07/2020,Wholesale,USD,10,130,11,10,493.24,352.31
SO549,01/12/2020,Distributor,USD,8,64,32,7,598.32,427.37
SO550,4/26/2020,In-Store,USD,11,86,25,6,604.62,431.87
SO551,2/27/2020,Distributor,USD,18,245,27,5,216.04,154.32
SO552,5/18/2020,Wholesale,USD,11,355,7,5,204.95,146.4
SO553,5/17/2020,In-Store,USD,11,353,44,8,606.12,432.94
SO554,01/08/2020,Wholesale,USD,15,81,41,3,271.65,194.03
SO555,03/03/2020,In-Store,USD,21,333,18,9,264.95,189.25
SO556,03/02/2020,Online,USD,16,331,17,10,528.53,377.52
SO557,5/14/2020,Distributor,USD,6,162,24,3,353.75,252.68
SO558,5/26/2020,Wholesale,USD,9,75,40,6,501.92,358.52
SO559,2/23/2020,In-Store,USD,8,350,27,3,277.8,198.43
SO560,4/27/2020,In-Store,USD,24,7,29,3,508.22,363.01
SO561,03/11/2020,Distributor,USD,9,210,28,9,485.25,346.61
SO562,3/13/2020,Online,USD,26,222,7,4,521.97,372.83
SO563,2/26/2020,Online,USD,15,226,10,10,602.35,430.25
SO564,2/16/2020,Distributor,USD,19,257,17,7,509.79,364.13
SO565,2/14/2020,Distributor,USD,9,289,25,5,185.16,132.25
SO566,5/17/2020,Online,USD,4,166,5,4,429.66,306.9
SO567,3/25/2020,Online,USD,18,316,12,1,475.27,339.48
SO568,3/31/2020,In-Store,USD,18,312,31,6,224.29,160.21
SO569,02/01/2020,Online,USD,15,339,31,2,161.1,115.07
SO570,1/15/2020,Distributor,USD,4,195,1,4,262.7,187.64
SO571,03/09/2020,Wholesale,USD,21,146,46,2,315.76,225.54
SO572,4/24/2020,Distributor,USD,8,62,23,3,304.19,217.28
SO573,03/01/2020,Distributor,USD,10,163,27,6,240.52,171.8
SO574,4/26/2020,Wholesale,USD,9,285,19,5,194.33,138.8
SO575,5/24/2020,Online,USD,24,179,38,1,637.45,455.32
SO576,5/27/2020,Wholesale,USD,3,246,13,4,617.66,441.18
SO577,5/14/2020,Distributor,USD,13,323,25,9,599.71,428.37
SO578,1/29/2020,Distributor,USD,18,333,33,9,353.23,252.31
SO579,2/18/2020,Distributor,USD,6,15,24,3,584.55,417.53
SO580,02/06/2020,In-Store,USD,17,160,30,3,632.17,451.55
SO581,1/31/2020,Wholesale,USD,22,197,13,9,613.06,437.9
SO582,01/08/2020,In-Store,USD,19,114,8,6,267.81,191.3
SO583,3/22/2020,In-Store,USD,2,345,18,5,601.19,429.42
SO584,03/06/2020,Wholesale,USD,13,237,21,5,424.32,303.09
SO585,2/26/2020,Wholesale,USD,12,165,38,9,332.58,237.56
SO586,04/02/2020,In-Store,USD,18,76,46,8,439.58,313.99
SO587,5/15/2020,In-Store,USD,22,223,44,5,216.15,154.39
SO588,3/13/2020,In-Store,USD,9,304,47,9,311.92,222.8
SO589,1/14/2020,Wholesale,USD,18,213,34,10,589.67,421.2
SO590,1/14/2020,Online,USD,24,4,32,2,534.9,382.07
SO591,05/02/2020,Online,USD,16,311,31,2,461.65,329.75
SO592,5/27/2020,Distributor,USD,18,144,30,9,611.29,436.64
SO593,1/30/2020,Distributor,USD,16,103,31,2,216.15,154.39
SO594,2/14/2020,Wholesale,USD,12,365,35,5,206.92,147.8
SO595,5/14/2020,Wholesale,USD,10,337,7,8,405.57,289.69
SO596,05/12/2020,Online,USD,15,140,19,7,517.9,369.93
SO597,2/22/2020,Wholesale,USD,20,360,43,5,404.47,288.91
SO598,3/23/2020,Distributor,USD,25,60,25,3,543.76,388.4
SO599,02/12/2020,Wholesale,USD,6,314,18,9,321.8,229.86
SO600,3/23/2020,In-Store,USD,12,178,8,1,619.12,442.23
SO601,01/02/2020,Online,USD,4,57,22,5,175.31,125.22
SO602,4/25/2020,Distributor,USD,21,149,20,6,632.03,451.45
SO603,02/07/2020,Online,USD,25,23,14,3,476.91,340.65
SO604,01/04/2020,In-Store,USD,19,119,41,4,522.35,373.11
SO605,04/07/2020,Distributor,USD,9,194,8,2,487.27,348.05
SO606,5/16/2020,Distributor,USD,15,323,8,7,257.46,183.9
SO607,5/30/2020,In-Store,USD,25,45,34,9,542.98,387.84
SO608,3/22/2020,In-Store,USD,26,347,44,5,616.34,440.24
SO609,1/20/2020,Distributor,USD,25,187,10,5,455.92,325.66
SO610,3/29/2020,Wholesale,USD,16,240,26,1,225.88,161.34
SO611,4/18/2020,Distributor,USD,7,327,15,2,638.82,456.3
SO612,02/08/2020,Online,USD,26,220,9,8,450.75,321.97
SO613,3/21/2020,In-Store,USD,13,335,36,10,211.08,150.77
SO614,5/29/2020,Online,USD,24,221,15,3,304.43,217.45
SO615,5/30/2020,Wholesale,USD,24,301,45,5,492.32,351.65
SO616,2/17/2020,Wholesale,USD,12,275,34,9,247.02,176.44
SO617,5/30/2020,Online,USD,1,333,2,8,372.29,265.92
SO618,5/24/2020,Online,USD,10,197,11,3,294.03,210.02
SO619,2/13/2020,Distributor,USD,11,194,17,5,231.07,165.05
SO620,01/12/2020,Distributor,USD,17,126,13,5,530.38,378.84
SO621,5/27/2020,In-Store,USD,19,77,16,10,647.62,462.59
SO622,03/06/2020,Distributor,USD,26,221,27,2,225.04,160.74
SO623,05/07/2020,Wholesale,USD,19,235,38,4,296.29,211.64
SO624,04/11/2020,Online,USD,13,120,34,2,384.24,274.46
SO625,4/13/2020,In-Store,USD,1,204,33,9,561.67,401.2
SO626,1/14/2020,Online,USD,18,338,31,7,177.22,126.59
SO627,4/18/2020,Wholesale,USD,5,314,18,4,479.97,342.83
SO628,4/18/2020,Online,USD,19,149,38,10,338.75,241.96
SO629,05/01/2020,Online,USD,13,142,19,5,308.83,220.59
SO630,02/02/2020,Distributor,USD,1,176,40,4,225,160.71
SO631,1/19/2020,Online,USD,1,105,4,6,590.21,421.58
SO632,2/25/2020,Distributor,USD,17,24,9,5,374.6,267.57
SO633,03/05/2020,Distributor,USD,19,298,5,10,228.78,163.41
SO634,05/07/2020,In-Store,USD,16,96,27,4,507.82,362.73
SO635,01/05/2020,Online,USD,19,10,28,1,239.92,171.37
SO636,3/29/2020,In-Store,USD,13,305,31,10,557.15,397.97
SO637,02/09/2020,Wholesale,USD,15,295,42,8,407.31,290.94
SO638,1/23/2020,Online,USD,5,241,41,1,423.94,302.82
SO639,5/22/2020,Distributor,USD,1,360,1,3,263.69,188.35
SO640,04/04/2020,Online,USD,25,292,34,3,292.72,209.08
SO641,1/13/2020,Wholesale,USD,15,243,39,5,402.28,287.34
SO642,1/16/2020,Online,USD,12,30,40,5,454.33,324.52
SO643,01/03/2020,Wholesale,USD,23,350,47,6,251.91,179.93
SO644,05/03/2020,In-Store,USD,23,136,17,9,215.15,153.68
SO645,03/11/2020,Online,USD,17,259,29,3,597.9,427.07
SO646,2/22/2020,In-Store,USD,23,326,34,7,604.88,432.06
SO647,2/29/2020,Online,USD,22,354,45,10,218.19,155.85
SO648,3/30/2020,Online,USD,10,114,45,9,189.71,135.5
SO649,04/12/2020,Distributor,USD,3,87,26,4,177.28,126.63
SO650,2/22/2020,In-Store,USD,24,180,42,9,476.89,340.64
SO651,4/22/2020,Online,USD,18,303,38,3,387.99,277.14
SO652,4/21/2020,In-Store,USD,1,359,33,2,448.07,320.05
SO653,5/21/2020,Online,USD,20,270,36,8,230.14,164.39
SO654,4/27/2020,Wholesale,USD,10,279,14,3,464.73,331.95
SO655,1/18/2020,Distributor,USD,5,361,32,5,611.51,436.79
SO656,5/16/2020,Wholesale,USD,10,313,45,2,343.72,245.51
SO657,05/06/2020,Wholesale,USD,14,114,29,8,472.86,337.76
SO658,1/23/2020,Distributor,USD,24,246,8,2,573.8,409.86
SO659,01/04/2020,Distributor,USD,4,214,2,2,402.81,287.72
SO660,2/26/2020,In-Store,USD,20,113,6,3,238.49,170.35
SO661,01/10/2020,Wholesale,USD,25,153,20,9,602.75,430.54
SO662,4/18/2020,Online,USD,7,66,38,5,365.77,261.26
SO663,4/24/2020,Distributor,USD,20,297,2,6,607.25,433.75
SO664,1/17/2020,Distributor,USD,7,227,32,10,508.41,363.15
SO665,2/23/2020,Wholesale,USD,6,292,22,7,274.55,196.1
SO666,04/05/2020,Distributor,USD,24,140,37,10,531.98,379.99
SO667,5/24/2020,Distributor,USD,9,163,47,7,184.08,131.48
SO668,5/26/2020,Wholesale,USD,3,82,16,5,173.77,124.12
SO669,04/10/2020,Online,USD,13,249,5,7,204.18,145.84
SO670,2/13/2020,Distributor,USD,26,326,15,6,584.19,417.28
SO671,03/10/2020,Distributor,USD,22,266,17,9,629.36,449.54
SO672,02/07/2020,Distributor,USD,26,93,30,7,163.45,116.75
SO673,04/10/2020,Online,USD,5,90,13,7,391.81,279.86
SO674,01/02/2020,Online,USD,12,172,42,5,177.5,126.79
SO675,2/27/2020,Online,USD,5,142,33,8,504.09,360.06
SO676,03/09/2020,Wholesale,USD,23,105,33,2,191.53,136.8
SO677,03/02/2020,Distributor,USD,19,119,8,2,474.06,338.62
SO678,5/20/2020,Distributor,USD,8,349,10,3,558.57,398.98
SO679,03/02/2020,Online,USD,15,10,1,7,608.6,434.72
SO680,2/14/2020,In-Store,USD,6,133,11,4,268.04,191.46
SO681,2/19/2020,Online,USD,14,128,12,6,201.58,143.99
SO682,1/14/2020,In-Store,USD,15,128,11,10,628.07,448.62
SO683,03/04/2020,Distributor,USD,23,241,21,9,264.21,188.72
SO684,5/28/2020,In-Store,USD,26,96,37,7,331.15,236.53
SO685,2/27/2020,In-Store,USD,6,205,18,6,542.75,387.68
SO686,5/17/2020,Online,USD,21,97,31,3,643.38,459.56
SO687,2/14/2020,In-Store,USD,19,197,43,10,233.08,166.49
SO688,4/13/2020,Distributor,USD,8,367,15,8,505.38,360.99
SO689,3/25/2020,Distributor,USD,1,165,15,10,403.74,288.39
SO690,4/21/2020,Online,USD,14,190,27,5,535.55,382.53
SO691,5/27/2020,Online,USD,10,96,15,2,252.39,180.28
SO692,2/26/2020,Online,USD,4,227,42,10,483.28,345.2
SO693,3/23/2020,Distributor,USD,13,174,18,2,487.78,348.42
SO694,05/04/2020,In-Store,USD,9,18,11,2,355.48,253.91
SO695,05/03/2020,In-Store,USD,3,29,42,7,200.72,143.37
SO696,4/29/2020,Wholesale,USD,10,64,34,6,535.19,382.28
SO697,4/16/2020,In-Store,USD,15,5,23,4,265.64,189.74
SO698,03/01/2020,Online,USD,1,18,16,7,344.41,246.01
SO699,1/27/2020,Distributor,USD,23,175,31,1,387.67,276.91
SO700,4/16/2020,Wholesale,USD,3,11,23,5,640.35,457.39
SO701,02/09/2020,Wholesale,USD,14,204,11,5,582.41,416.01
SO702,1/16/2020,In-Store,USD,19,132,14,8,628.61,449
SO703,1/31/2020,Online,USD,26,1,19,3,465.77,332.7
SO704,03/09/2020,Wholesale,USD,3,128,35,8,244.21,174.43
SO705,4/25/2020,Wholesale,USD,20,60,22,1,377.55,269.68
SO706,04/01/2020,Online,USD,24,36,46,3,538.3,384.5
SO707,5/23/2020,Online,USD,10,127,27,7,471.64,336.89
SO708,4/16/2020,Online,USD,14,320,36,3,646.02,461.45
SO709,4/27/2020,In-Store,USD,3,63,41,1,544.09,388.64
SO710,3/17/2020,Wholesale,USD,26,210,24,1,556.91,397.79
SO711,4/13/2020,Distributor,USD,18,245,39,4,489.33,349.52
SO712,03/10/2020,Distributor,USD,3,343,26,5,497.68,355.49
SO713,05/09/2020,Distributor,USD,6,55,2,3,398.22,284.44
SO714,03/10/2020,In-Store,USD,17,145,25,8,387.48,276.77
SO715,3/13/2020,Distributor,USD,3,65,20,5,438.99,313.57
SO716,2/20/2020,Online,USD,4,266,5,4,445.76,318.4
SO717,4/19/2020,In-Store,USD,12,34,29,9,285.99,204.28
SO718,04/01/2020,Online,USD,2,329,20,10,150.41,107.44
SO719,01/03/2020,Wholesale,USD,26,350,7,7,491.79,351.28
SO720,01/09/2020,Online,USD,10,294,42,2,383.88,274.2
SO721,4/24/2020,Distributor,USD,10,321,33,3,307.35,219.54
SO722,1/23/2020,Online,USD,18,275,6,6,203.37,145.27
SO723,4/17/2020,Online,USD,2,15,17,7,607.99,434.28
SO724,02/08/2020,Online,USD,11,318,29,8,337.28,240.91
SO725,04/07/2020,In-Store,USD,16,355,32,7,167.44,119.6
SO726,2/17/2020,In-Store,USD,3,318,42,5,585.54,418.24
SO727,5/27/2020,Online,USD,19,277,15,5,200.4,143.14
SO728,03/08/2020,Distributor,USD,26,283,16,3,470.6,336.14
SO729,2/27/2020,In-Store,USD,17,137,2,1,155.09,110.78
SO730,03/06/2020,Distributor,USD,4,200,23,7,587.02,419.3
SO731,05/09/2020,Distributor,USD,14,101,36,7,427.97,305.69
SO732,2/18/2020,Distributor,USD,1,288,28,6,219.04,156.46
SO733,03/09/2020,In-Store,USD,2,310,32,5,242.54,173.24
SO734,2/26/2020,In-Store,USD,6,311,26,7,447.6,319.71
SO735,05/05/2020,In-Store,USD,6,174,36,3,602.72,430.51
SO736,02/09/2020,In-Store,USD,10,42,1,7,550.63,393.3
SO737,2/13/2020,Online,USD,4,119,14,5,312.53,223.23
SO738,1/24/2020,Distributor,USD,4,92,16,2,174.63,124.74
SO739,5/14/2020,Online,USD,15,362,38,7,232.85,166.32
SO740,1/15/2020,Wholesale,USD,10,244,2,6,341.81,244.15
SO741,5/25/2020,Wholesale,USD,7,242,5,5,510.52,364.66
SO742,05/09/2020,Distributor,USD,20,195,21,8,490.29,350.21
SO743,5/13/2020,Online,USD,23,199,1,5,189.15,135.11
SO744,1/18/2020,In-Store,USD,25,22,45,2,393.28,280.91
SO745,1/25/2020,Online,USD,4,200,40,4,219.23,156.6
SO746,4/21/2020,In-Store,USD,11,334,4,7,397.02,283.59
SO747,01/10/2020,Distributor,USD,13,199,43,3,489.63,349.73
SO748,2/22/2020,Wholesale,USD,26,330,8,8,557.08,397.91
SO749,2/25/2020,Online,USD,23,271,41,2,164.38,117.41
SO750,04/07/2020,In-Store,USD,25,160,19,1,379.22,270.87
SO751,5/24/2020,Wholesale,USD,15,328,4,3,213.41,152.44
SO752,01/09/2020,In-Store,USD,16,106,31,3,495.89,354.21
SO753,2/21/2020,Distributor,USD,14,182,33,6,637.71,455.51
SO754,04/10/2020,Distributor,USD,20,235,7,10,219.18,156.56
SO755,2/29/2020,Distributor,USD,9,29,15,7,545.88,389.92
SO756,3/22/2020,Distributor,USD,5,215,40,10,567.63,405.45
SO757,4/27/2020,Wholesale,USD,17,109,34,8,346.27,247.34
SO758,5/27/2020,In-Store,USD,9,152,26,10,445.35,318.11
SO759,05/12/2020,Online,USD,5,180,45,7,434.06,310.04
SO760,1/16/2020,Wholesale,USD,4,159,26,10,330.3,235.93
SO761,2/14/2020,Online,USD,9,286,3,6,396.92,283.51
SO762,01/03/2020,Distributor,USD,16,54,24,5,398.72,284.8
SO763,1/22/2020,Online,USD,12,366,21,4,383.26,273.76
SO764,2/23/2020,Wholesale,USD,11,6,11,1,178.01,127.15
SO765,04/08/2020,Online,USD,14,348,40,2,390.08,278.63
SO766,5/14/2020,Wholesale,USD,6,50,43,9,432.57,308.98
SO767,5/29/2020,In-Store,USD,4,292,8,4,366.97,262.12
SO768,4/17/2020,Distributor,USD,22,212,26,3,597.37,426.7
SO769,1/23/2020,Wholesale,USD,7,232,32,9,650.78,464.84
SO770,5/24/2020,In-Store,USD,10,76,14,4,229.4,163.85
SO771,2/23/2020,Wholesale,USD,26,171,25,8,366.99,262.14
SO772,1/24/2020,Wholesale,USD,24,71,5,7,547.03,390.73
SO773,2/27/2020,Wholesale,USD,14,69,15,8,576.88,412.06
SO774,4/25/2020,Distributor,USD,10,224,37,2,249.14,177.95
SO775,04/09/2020,Distributor,USD,22,112,13,9,537.85,384.18
SO776,2/13/2020,Online,USD,23,282,23,6,471.49,336.78
SO777,1/24/2020,In-Store,USD,3,161,26,9,619.65,442.61
SO778,1/30/2020,Distributor,USD,3,63,8,9,296.6,211.86
SO779,2/22/2020,Distributor,USD,6,335,3,4,494.4,353.14
SO780,3/22/2020,Wholesale,USD,1,117,23,6,430.25,307.32
SO781,4/19/2020,Online,USD,25,331,26,8,381.46,272.47
SO782,05/03/2020,In-Store,USD,7,246,16,6,218.21,155.86
SO783,4/24/2020,Distributor,USD,6,5,16,4,227.74,162.67
SO784,4/17/2020,In-Store,USD,1,180,32,2,356.05,254.32
SO785,02/01/2020,Online,USD,10,81,10,8,345.86,247.04
SO786,3/25/2020,Online,USD,26,176,41,9,222.88,159.2
SO787,1/27/2020,Online,USD,10,197,16,5,645.35,460.96
SO788,4/26/2020,Wholesale,USD,23,112,6,4,438.51,313.22
SO789,2/20/2020,In-Store,USD,26,321,43,10,225.8,161.28
SO790,3/28/2020,Distributor,USD,20,173,47,7,326.32,233.09
SO791,1/28/2020,Distributor,USD,7,346,22,10,228.49,163.21
SO792,05/01/2020,Distributor,USD,22,71,19,10,630.94,450.67
SO793,2/23/2020,In-Store,USD,16,51,20,9,443.18,316.55
SO794,03/05/2020,Distributor,USD,17,52,34,2,421.41,301.01
SO795,1/30/2020,Online,USD,21,294,40,6,331.82,237.02
SO796,2/20/2020,Wholesale,USD,20,94,42,7,282.42,201.73
SO797,02/09/2020,Online,USD,8,101,7,8,226.58,161.85
SO798,03/03/2020,Online,USD,14,3,6,2,473.93,338.52
SO799,2/21/2020,Online,USD,11,229,10,3,588.31,420.22
SO800,05/04/2020,Online,USD,12,285,16,7,400.11,285.79
SO801,02/08/2020,In-Store,USD,2,366,25,1,343.33,245.24
SO802,02/10/2020,Distributor,USD,24,91,6,3,342.51,244.65
